,Address,City,ZIP,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
9626,"4323 Sidco Dr",NASHVILLE,37204.0,TN,36.084378,-86.761907,1,range_interpolation,4323,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9627,"433 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,433,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9628,"5025 Old Hickory Blvd",HERMITAGE,37076.0,TN,36.193838,-86.619711,1,rooftop,5025,"Old Hickory Blvd",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9629,"211 S Main St",GOODLETTSVILLE,37072.0,TN,36.320365,-86.713519,1,rooftop,211,"S Main St",,,Goodlettsville,TN,"Davidson County",37072,US,"City of Nashville"
9630,"7277 Old Hickory Blvd","WHITES CREEK",37189.0,TN,36.274851,-86.818818,1,rooftop,7277,"Old Hickory Blvd",,,"Whites Creek",TN,"Davidson County",37189,US,"City of Nashville"
9631,"5780 Crossings Blvd",ANTIOCH,37013.0,TN,36.044101,-86.647155,1,range_interpolation,5780,"Crossings Blvd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9632,"2801 Foster Ave",NASHVILLE,37210.0,TN,36.113989,-86.743415,1,range_interpolation,2801,"Foster Ave",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
9633,"2614 Gallatin Road",NASHVILLE,37216.0,TN,36.197655,-86.740782,0.8,rooftop,2614,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9634,"353 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,353,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9635,"18 E Thompson Ln",NASHVILLE,37211.0,TN,36.110628,-86.72752,1,range_interpolation,18,"E Thompson Ln",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9636,"701 18th Ave S",NASHVILLE,37203.0,TN,36.151052,-86.794536,1,rooftop,701,"18th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9637,"400 4th Ave S",NASHVILLE,37201.0,TN,36.156931,-86.774259,1,rooftop,400,"4th Ave S",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9638,"219 US-70",NASHVILLE,37201.0,TN,36.15416,-86.75726,1,range_interpolation,219,"US Hwy 70",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
9639,"5106 Old Hickory Blvd",NASHVILLE,37218.0,TN,36.212066,-86.919678,1,rooftop,5106,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
9640,"50 Vaughn Rd",NASHVILLE,37221.0,TN,36.051805,-86.900808,1,range_interpolation,50,"Vaughn Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9641,"4605 Andrew Jackson Pkwy",,,TN,35.570424,-88.862742,0.33,place,,,,,Jackson,TN,"Madison County",38301,US,"TIGER/Line® dataset from the US Census Bureau"
9642,"1517B Hayden Dr",NASHVILLE,37206.0,TN,36.194306,-86.714622,1,rooftop,"1517 B","Hayden Dr",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
9643,"4331 Old Hickory Blvd","OLD HICKORY",37138.0,TN,36.217058,-86.625692,1,rooftop,4331,"Old Hickory Blvd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
9644,"402 21st Ave S",NASHVILLE,37203.0,TN,36.146903,-86.799258,1,rooftop,402,"21st Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9645,"1212 Kermit Dr",NASHVILLE,37217.0,TN,36.124266,-86.703962,1,range_interpolation,1212,"Kermit Dr",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9646,"99 Wallace Rd",NASHVILLE,37211.0,TN,36.084685,-86.701889,1,range_interpolation,99,"Wallace Rd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9647,"7622 Hwy 70 S",NASHVILLE,37221.0,TN,36.078865,-86.949288,1,rooftop,7622,"Highway 70 S",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
9648,"476 Bell Rd",NASHVILLE,37217.0,TN,36.07276,-86.635602,0.99,rooftop,"476 D","Bell Rd",,,Nashville,TN,"Davidson County",37217,US,"City of Nashville"
9649,"308 11th Ave S",NASHVILLE,37203.0,TN,36.15358,-86.783939,1,range_interpolation,308,"11th Ave S",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9650,"401 Broadway",NASHVILLE,37203.0,TN,36.160731,-86.777294,1,rooftop,401,Broadway,,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9651,"73 White Bridge Rd",NASHVILLE,37205.0,TN,36.129687,-86.855574,0.8,rooftop,73,"White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
9652,"525 Royal Pkwy",NASHVILLE,37214.0,TN,36.149529,-86.674285,1,rooftop,525,"Royal Pkwy",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9653,"221 Broadway",NASHVILLE,37201.0,TN,36.161418,-86.77575,1,rooftop,221,Broadway,,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9654,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
9655,"2037 Antioch Pike",ANTIOCH,37013.0,TN,36.069534,-86.684325,1,range_interpolation,2037,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9656,"933 Richards Rd",ANTIOCH,37013.0,TN,36.068947,-86.682227,1,range_interpolation,933,"Richards Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9657,"529 Eastboro Dr",NASHVILLE,37209.0,TN,36.152619,-86.868246,0.99,rooftop,"529 A","Eastboro Dr",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9658,"118 12th Ave S",NASHVILLE,37203.0,TN,36.15539,-86.786462,1,rooftop,118,"12th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9659,"2037 Antioch Pike",ANTIOCH,37013.0,TN,36.069534,-86.684325,1,range_interpolation,2037,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9660,"656 Colice Jeanne Rd",NASHVILLE,37221.0,TN,36.072002,-86.934271,1,range_interpolation,656,"Colice Jeanne Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9661,"206 3rd Ave S",NASHVILLE,37201.0,TN,36.15958,-86.774484,1,range_interpolation,206,"3rd Ave S",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
9662,"99 Wallace Rd",NASHVILLE,37211.0,TN,36.084685,-86.701889,1,range_interpolation,99,"Wallace Rd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9663,"220 Blanton Ave",NASHVILLE,37210.0,TN,36.135714,-86.732573,1,rooftop,220,"Blanton Ave",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9664,"1132 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.124922,-86.708789,1,range_interpolation,1132,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9665,"167 Rosa L Parks Blvd",NASHVILLE,37203.0,TN,36.159728,-86.78279,1,range_interpolation,167,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9666,"1911 Division St",NASHVILLE,37203.0,TN,36.149644,-86.796752,1,rooftop,1911,"Division St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9667,,NASHVILLE,37217.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9668,"2428 Nolensville Pike",NASHVILLE,37211.0,TN,36.120179,-86.749717,1,range_interpolation,2428,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9669,"3441 Lebanon Pike",HERMITAGE,37076.0,TN,36.189661,-86.625163,1,rooftop,3441,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
9670,"Knight Valley Dr",NASHVILLE,37217.0,TN,36.234424,-86.80366,1,street_center,,"Knight Rd",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
9671,"1350 TN-12",NASHVILLE,37208.0,TN,36.177085,-86.793812,0.9,range_interpolation,1350,"State Hwy 12 Scn",,,Nashville,TN,"Davidson County",37208,US,"TIGER/Line® dataset from the US Census Bureau"
9672,"Hwy 70 S",NASHVILLE,37221.0,TN,36.074031,-86.935308,1,street_center,,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9673,"7614 Hwy 70 S",NASHVILLE,37221.0,TN,36.081085,-86.947294,1,rooftop,7614,"Highway 70 S",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
9674,"2509 Nolensville Pike",NASHVILLE,37211.0,TN,36.118327,-86.749174,1,range_interpolation,2509,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9675,"533 Lafayette St",NASHVILLE,37203.0,TN,36.152639,-86.775017,1,rooftop,533,"Lafayette St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9676,"94 Berkley Dr",MADISON,37115.0,TN,36.245845,-86.719974,1,rooftop,94,"Berkley Dr",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
9677,"323 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,323,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9678,"The Gulch",NASHVILLE,37203.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9679,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9680,"8321 Sawyer Brown Rd",NASHVILLE,37221.0,TN,36.08115,-86.944456,1,range_interpolation,8321,"Sawyer Brown Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9681,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
9682,"3910 Gallatin Pike",NASHVILLE,37216.0,TN,36.216583,-86.72878,1,rooftop,3910,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9683,Downtown,NASHVILLE,37219.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9684,"570 Metroplex Dr",NASHVILLE,37211.0,TN,36.091698,-86.702194,1,range_interpolation,570,"Metroplex Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9685,"2611 8th Ave S",NASHVILLE,37204.0,TN,36.121219,-86.775455,1,range_interpolation,2611,"8th Ave S",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9686,"617 Old Hickory Blvd",NASHVILLE,37209.0,TN,36.10819,-86.923012,1,rooftop,617,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9687,"3909 Clarksville Pike",NASHVILLE,37218.0,TN,36.209199,-86.839704,1,rooftop,3909,"Clarksville Pike",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
9688,"1200 Donelson Ave","OLD HICKORY",37138.0,TN,36.264273,-86.651159,1,rooftop,1200,"Donelson Ave",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
9689,"4815 Nolensville Pike",NASHVILLE,37211.0,TN,36.066095,-86.71789,1,range_interpolation,4815,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9690,"416 21st Ave S",NASHVILLE,37203.0,TN,36.146166,-86.799357,1,rooftop,416,"21st Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9691,"511 Union St",NASHVILLE,37219.0,TN,36.16433,-86.781092,1,range_interpolation,511,"Union St",,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9692,"2227 Bandywood Dr",NASHVILLE,37215.0,TN,36.104762,-86.817564,1,range_interpolation,2227,"Bandywood Dr",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
9693,"15136 Old Hickory Blvd",NASHVILLE,37211.0,TN,36.04536,-86.716299,1,range_interpolation,15136,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9694,"1809 Division St",NASHVILLE,37203.0,TN,36.150821,-86.794817,1,range_interpolation,1809,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9695,"1805 21st Ave S",NASHVILLE,37212.0,TN,36.136604,-86.801024,1,range_interpolation,1805,"21st Ave S",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
9696,"6410 Charlotte Pike",NASHVILLE,37209.0,TN,36.143636,-86.87425,1,rooftop,6410,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9697,"121 3rd Ave S",NASHVILLE,37201.0,TN,36.160748,-86.775698,1,rooftop,121,"3rd Ave S",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9698,"6410 Charlotte Pike",NASHVILLE,37209.0,TN,36.143636,-86.87425,1,rooftop,6410,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
9699,"601 Fesslers Ln",NASHVILLE,37210.0,TN,36.144151,-86.744807,1,rooftop,601,"Fesslers Ln",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9700,"1415 Lebanon Pike",NASHVILLE,37210.0,TN,36.152396,-86.726027,1,rooftop,1415,"Lebanon Pike",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
9701,"3056 Dickerson Pike",NASHVILLE,37207.0,TN,36.229207,-86.759697,1,rooftop,3056,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
9702,"433 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,433,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9703,"2800 Opryland Dr",NASHVILLE,37214.0,TN,36.212457,-86.696246,1,rooftop,2800,"Opryland Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9704,"1709 Division St",NASHVILLE,37203.0,TN,36.151696,-86.793461,1,range_interpolation,1709,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9705,"5388 Hickory Hollow Pkwy",ANTIOCH,37013.0,TN,36.044471,-86.65097,1,range_interpolation,5388,"Hickory Hollow Pkwy",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
9706,"3939 Old Hickory Blvd","OLD HICKORY",37138.0,TN,36.233453,-86.639183,1,rooftop,3939,"Old Hickory Blvd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
9707,"599 6th Ave N",NASHVILLE,37219.0,TN,36.167021,-86.783853,1,range_interpolation,599,"6th Ave N",,,Nashville,TN,"Davidson County",37219,US,"TIGER/Line® dataset from the US Census Bureau"
9708,"1015 E Trinity Ln",NASHVILLE,37216.0,TN,36.204991,-86.745064,1,rooftop,1015,"E Trinity Ln",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9709,"2044 Crossings Blvd",,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
9710,"Magnolia Blvd",NASHVILLE,37212.0,TN,36.135235,-86.797488,1,street_center,,"Magnolia Blvd",,,Nashville,TN,"Davidson County",37212,US,"TIGER/Line® dataset from the US Census Bureau"
9711,"610 W Old Hickory Blvd",MADISON,37115.0,TN,36.264803,-86.725862,1,rooftop,610,"Old Hickory Blvd W",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
9712,"327 Union St",NASHVILLE,37201.0,TN,36.165311,-86.778789,1,range_interpolation,327,"Union St",,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
9713,"8127 Sawyer Brown Rd",NASHVILLE,37221.0,TN,36.081085,-86.947294,1,rooftop,8127,"Sawyer Brown Rd",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
9714,"1088 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.127088,-86.711352,1,range_interpolation,1088,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
9715,"123 2nd Ave S",NASHVILLE,37201.0,TN,36.160943,-86.774806,1,rooftop,123,"2nd Ave S",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
9716,"5714 Charlotte Ave",NASHVILLE,37209.0,TN,36.14976,-86.860173,1,range_interpolation,5714,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
9717,"1419-1431 12th Ave S",NASHVILLE,37203.0,TN,36.138695,-86.788081,1,rooftop,1419,"12th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9718,"2408 Music Valley Dr",NASHVILLE,37214.0,TN,36.219621,-86.695764,1,rooftop,2408,"Music Valley Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
9719,"2909 12th Ave S",NASHVILLE,37204.0,TN,36.120763,-86.790855,1,rooftop,2909,"12th Ave S",,,Nashville,TN,"Davidson County",37204,US,"City of Nashville"
9720,"7201 Hwy 70 S",NASHVILLE,37221.0,TN,36.074063,-86.926274,1,range_interpolation,7201,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
9721,"1311 Division St",NASHVILLE,37203.0,TN,36.151177,-86.78654,1,range_interpolation,1311,"Division St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9722,"425 5th Ave S",NASHVILLE,37203.0,TN,36.155549,-86.77556,1,rooftop,425,"5th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9723,"2286 Rosa L Parks Blvd",NASHVILLE,37228.0,TN,36.194914,-86.804015,1,rooftop,2286,"Rosa L Parks Blvd",,,Nashville,TN,"Davidson County",37228,US,"City of Nashville"
9724,"834 Porter Rd",NASHVILLE,37206.0,TN,36.186008,-86.730932,1,rooftop,834,"Porter Rd",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
9725,"1051 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.127407,-86.712768,1,rooftop,1051,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"City of Nashville"
9726,"73 White Bridge Rd",NASHVILLE,37205.0,TN,36.129687,-86.855574,0.8,rooftop,73,"White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
9727,"707 18th Ave N",NASHVILLE,37203.0,TN,36.150772,-86.794674,0.8,rooftop,707,"18th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
9728,"3012 Gallatin Pike",NASHVILLE,37216.0,TN,36.204098,-86.737905,1,rooftop,3012,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9729,"Dr DB Todd Jr Blvd & Jefferson St",NASHVILLE,37208.0,TN,36.169468,-86.806624,1,intersection,,"Dr Db Todd Jr Blvd",,,Nashville,TN,"Davidson County",37208,US,"TIGER/Line® dataset from the US Census Bureau"
9730,"555 Church St",NASHVILLE,37219.0,TN,36.162119,-86.780906,1,rooftop,555,"Church St",,,Nashville,TN,"Davidson County",37219,US,"City of Nashville"
9731,"1109 Woodland St",NASHVILLE,37206.0,TN,36.177555,-86.748953,1,rooftop,1109,"Woodland St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
9732,"500 Church St",NASHVILLE,37219.0,TN,36.163024,-86.780188,1,range_interpolation,500,"Church St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
9733,"3881 Stewarts Ln",NASHVILLE,37218.0,TN,36.1994,-86.866871,1,rooftop,3881,"Stewarts Ln",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
9734,"6900 Lenox Village Dr",NASHVILLE,37211.0,TN,36.024902,-86.712518,1,rooftop,6900,"Lenox Village Dr",,,Nashville,TN,"Davidson County",37211,US,"City of Nashville"
9735,"5106 Old Hickory Blvd",NASHVILLE,37218.0,TN,36.212066,-86.919678,1,rooftop,5106,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
9736,"6341 Charlotte Pike",NASHVILLE,37209.0,TN,36.144339,-86.872562,1,range_interpolation,6341,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
9737,"3410 Gallatin Pike",NASHVILLE,37216.0,TN,36.210264,-86.732625,1,rooftop,3410,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9738,"3607 Gallatin Pike",NASHVILLE,37216.0,TN,36.212346,-86.732367,1,rooftop,3607,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
9739,"3901 Granny White Pike",NASHVILLE,37204.0,TN,36.106002,-86.79822,1,rooftop,3901,"Granny White Pike",,,Nashville,TN,"Davidson County",37204,US,"City of Nashville"
9740,"1325 5th Ave N",NASHVILLE,37208.0,TN,36.177854,-86.789936,1,rooftop,1325,"5th Ave N",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
9741,"15131 Old Hickory Blvd",NASHVILLE,37211.0,TN,36.04504,-86.715926,1,range_interpolation,15131,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
9742,"7630 Hwy 70 S",,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
9743,"2806 Columbine Pl",NASHVILLE,37204.0,TN,36.115622,-86.764903,1,range_interpolation,2806,"Columbine Pl",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
9744,"2924 Western Hills Dr",NASHVILLE,37214.0,TN,36.22475,-86.686047,1,rooftop,2924,"Western Hills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
